GA,1,0.01,8,,RHC,1,0,1,,SA,1,0,0,,MIMIC,1,0.09,11
GA,501,0.23,108,,RHC,501,0.01,20,,SA,501,0,3,,MIMIC,501,2.4,151
GA,1001,0.3,102,,RHC,1001,0.01,14,,SA,1001,0,11,,MIMIC,1001,3.74,151
GA,1501,0.37,121,,RHC,1501,0.01,25,,SA,1501,0,106,,MIMIC,1501,7.47,151
GA,2001,0.51,104,,RHC,2001,0.01,18,,SA,2001,0.03,19,,MIMIC,2001,8.54,151
GA,2501,0.65,129,,RHC,2501,0.02,25,,SA,2501,0.01,33,,MIMIC,2501,9.7,80
GA,3001,0.7,111,,RHC,3001,0.01,40,,SA,3001,0.02,129,,MIMIC,3001,13.3,80
GA,3501,0.81,150,,RHC,3501,0.01,38,,SA,3501,0.01,141,,MIMIC,3501,14.46,151
GA,4001,0.93,129,,RHC,4001,0.04,61,,SA,4001,0.01,135,,MIMIC,4001,15.55,80
GA,4501,0.95,125,,RHC,4501,0.02,65,,SA,4501,0.02,127,,MIMIC,4501,18.64,151
GA,5001,0.98,142,,RHC,5001,0.03,71,,SA,5001,0.01,46,,MIMIC,5001,20.07,80
GA,5501,1.28,125,,RHC,5501,0.03,80,,SA,5501,0.01,62,,MIMIC,5501,20.66,151
GA,6001,1.28,133,,RHC,6001,0.02,46,,SA,6001,0.02,151,,MIMIC,6001,24.42,151
GA,6501,1.3,141,,RHC,6501,0.03,62,,SA,6501,0.02,151,,MIMIC,6501,25.99,80
GA,7001,1.38,140,,RHC,7001,0.03,80,,SA,7001,0.07,151,,MIMIC,7001,27.5,80
GA,7501,1.22,126,,RHC,7501,0.05,80,,SA,7501,0.04,80,,MIMIC,7501,29.38,80
GA,8001,1.43,134,,RHC,8001,0.05,80,,SA,8001,0.03,80,,MIMIC,8001,30.56,151
GA,8501,1.5,150,,RHC,8501,0.04,80,,SA,8501,0.02,80,,MIMIC,8501,31.58,151
GA,9001,1.69,151,,RHC,9001,0.08,80,,SA,9001,0.04,80,,MIMIC,9001,34.22,80
GA,9501,1.64,150,,RHC,9501,0.05,80,,SA,9501,0.04,151,,MIMIC,9501,36.44,151
GA,10001,1.77,151,,RHC,10001,0.05,80,,SA,10001,0.03,80,,MIMIC,10001,37.32,151
,,,,,,,,,,,,,,,,,,
,,,2630,,,,,1126,,,,,1816,,,,,2463
